Tracer: (5) 18F-			Batch no: 943			Date: 2021-11- 2
Site name: Fleni

Time	Arc-I	Arc-V	Gas flow	Dee-1-kV	Dee-2-kV	Magnet-I	Foil-I	Coll-l-I	Target-I	Coll-r-I	Vacuum-P	Target-P	Delta Dee-kV	Phase load	Dee ref-V	Probe-I	He cool-P	Flap1-pos	Flap2-pos	Step pos	Extr pos	Balance	RF fwd-W	RF refl-W	Foil No
07:24:29 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.2	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	50.5	50.3	0.0	0.0	2
07:24:32 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.7	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	50.4	50.3	0.0	0.0	2
07:24:36 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.7	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.4	50.2	0.0	0.0	2
07:24:39 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.7	0.0	12.3	35.5	0.0	29.0	40.4	30.1	0.0	50.4	50.3	0.0	0.0	2
07:24:42 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.7	0.0	12.1	35.5	0.0	29.0	40.4	30.1	0.0	50.5	50.3	0.0	0.0	2
07:24:45 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.7	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.5	50.2	0.0	0.0	2
07:24:48 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.7	0.0	12.3	35.5	0.0	29.0	40.4	30.1	0.0	50.6	50.3	0.0	0.0	2
07:24:51 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.7	0.0	12.3	35.5	0.0	29.0	40.3	30.1	0.0	50.5	50.3	0.0	0.0	2
07:24:54 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.2	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.4	50.3	0.0	0.0	2
07:24:57 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.7	0.0	12.3	35.5	0.0	29.0	40.4	30.1	0.0	50.5	50.3	0.0	0.0	2
07:25:00 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	71.7	0.0	12.1	35.5	0.0	29.0	40.3	30.1	0.0	50.6	50.2	0.0	0.0	2
07:25:03 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.1	35.5	0.0	29.0	40.4	30.1	0.0	50.6	50.2	0.0	0.0	2
07:25:06 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.6	50.2	0.0	0.0	2
07:25:09 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.3	35.5	0.0	29.0	40.4	30.1	0.0	50.6	50.3	0.0	0.0	2
07:25:13 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.1	35.5	0.0	29.0	40.3	30.1	0.0	50.5	50.2	0.0	0.0	2
07:25:16 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	50.5	50.3	0.0	0.0	2
07:25:19 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.5	50.3	0.0	0.0	2
07:25:22 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	50.4	50.3	0.0	0.0	2
07:25:25 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	73.2	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	50.0	50.2	0.0	0.0	2
07:25:28 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.3	35.5	0.0	29.0	40.4	30.1	0.0	50.4	50.3	0.0	0.0	2
07:25:31 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.1	35.5	0.0	29.0	40.3	30.1	0.0	46.0	50.2	0.0	0.0	2
07:25:34 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	73.2	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.9	50.3	0.0	0.0	2
07:25:37 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	73.2	0.0	12.1	35.5	0.0	29.0	40.3	30.1	0.0	46.0	50.2	0.0	0.0	2
07:25:40 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	73.2	0.0	12.1	35.5	0.0	29.0	40.4	30.1	0.0	45.9	50.2	0.0	0.0	2
07:25:43 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.8	50.3	0.0	0.0	2
07:25:46 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.8	50.3	0.0	0.0	2
07:25:49 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	50.8	50.3	0.0	0.0	2
07:25:53 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.3	35.5	0.0	29.0	40.4	30.0	0.0	45.9	50.2	0.0	0.0	2
07:25:56 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	45.9	50.2	0.0	0.0	2
07:25:59 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	45.9	50.3	0.0	0.0	2
07:26:02 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	45.9	50.2	0.0	0.0	2
07:26:05 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	73.2	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	46.0	50.2	0.0	0.0	2
07:26:08 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	73.2	0.0	12.2	35.5	0.0	29.0	40.3	30.0	0.0	45.8	50.2	0.0	0.0	2
07:26:11 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.4	50.3	0.0	0.0	2
07:26:14 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	73.2	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	45.8	50.2	0.0	0.0	2
07:26:17 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	73.2	0.0	12.1	35.5	0.0	29.0	40.3	30.1	0.0	45.8	50.2	0.0	0.0	2
07:26:20 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	73.2	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.8	50.2	0.0	0.0	2
07:26:23 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	73.2	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.6	50.3	0.0	0.0	2
07:26:26 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	72.7	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	49.0	50.3	0.0	0.0	2
07:26:29 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	67.3	0.0	12.2	35.5	0.0	29.0	40.3	30.0	0.0	51.0	50.3	0.0	0.0	2
07:26:33 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	83.4	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	50.9	50.3	0.0	0.0	2
07:26:36 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	93.7	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	50.6	50.3	0.0	0.0	2
07:26:39 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	108.3	0.0	12.3	35.5	0.0	29.0	40.3	30.1	0.0	50.6	50.3	0.0	0.0	2
07:26:42 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.1	35.5	0.0	29.0	40.4	30.0	0.0	50.8	50.3	0.0	0.0	2
07:26:45 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.1	35.5	0.0	29.0	40.3	30.1	0.0	50.3	50.3	0.0	0.0	2
07:26:48 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.3	35.5	0.0	29.0	40.3	30.1	0.0	50.5	50.3	0.0	0.0	2
07:26:51 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.3	35.5	0.0	29.0	40.4	30.1	0.0	50.7	50.3	0.0	0.0	2
07:26:54 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	46.8	50.2	0.0	0.0	2
07:26:57 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.5	50.3	0.0	0.0	2
07:27:00 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.1	35.5	0.0	29.0	40.3	30.0	0.0	50.9	50.3	0.0	0.0	2
07:27:03 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.3	35.5	0.0	29.0	40.4	30.1	0.0	46.8	50.2	0.0	0.0	2
07:27:06 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.3	50.3	0.0	0.0	2
07:27:09 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.2	35.5	0.0	29.0	40.3	30.1	0.0	50.4	50.3	0.0	0.0	2
07:27:13 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	111.3	0.0	12.1	35.5	0.0	29.0	40.4	30.0	0.0	50.3	50.3	0.0	0.0	2
07:27:16 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	159.1	0.0	12.2	35.5	0.0	29.0	40.4	30.1	0.0	50.4	50.3	0.0	0.0	2
07:27:19 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	210.9	0.0	12.1	35.5	0.0	29.0	40.4	30.0	0.0	50.4	50.3	0.0	0.0	2
07:27:22 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	248.0	0.0	12.1	35.5	0.0	34.3	40.4	30.1	0.0	50.1	50.3	0.0	0.0	2
07:27:25 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	282.2	0.0	12.1	35.5	0.0	45.0	40.3	30.1	0.0	49.9	50.3	0.0	0.0	2
07:27:28 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	1.2E-04	300.7	0.0	12.2	35.5	0.0	50.0	40.4	30.1	0.0	50.1	50.3	0.0	0.0	2
07:27:31 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	1.5E-06	317.3	0.0	12.2	35.5	0.0	48.3	40.3	30.0	0.0	50.3	50.3	0.0	0.0	2
07:27:34 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	1.1E-06	324.2	0.0	12.1	35.5	0.0	51.0	40.4	30.1	0.0	50.1	50.3	0.0	0.0	2
07:27:37 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	9.7E-07	335.9	0.0	12.2	35.5	0.0	50.0	40.3	30.1	0.0	50.1	50.3	0.0	0.0	2
07:27:40 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	9.2E-07	337.4	0.0	12.2	35.5	0.0	48.0	40.3	30.0	0.0	50.2	50.3	0.0	0.0	2
07:27:43 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	8.7E-07	339.8	0.0	12.2	35.5	0.0	51.0	40.3	30.1	0.0	50.5	50.3	0.0	0.0	2
07:27:46 	0	0	4.5	0.0	0.0	427.5	0.0	0.0	0.0	0.0	8.2E-07	341.3	0.0	12.1	35.5	0.0	49.0	40.3	30.0	0.0	50.8	50.3	0.0	0.0	2
07:27:49 	0	0	1.9	0.0	0.0	427.5	0.0	0.0	0.0	0.0	3.7E-06	342.2	0.0	7.1	35.5	0.0	50.0	52.0	43.3	0.0	50.7	50.2	1.5	1.3	2
07:27:53 	0	0	3.6	0.1	0.2	427.5	0.0	0.0	0.0	0.0	6.4E-06	342.7	0.2	31.4	35.5	0.0	50.6	40.9	29.1	0.0	50.7	50.3	1.4	1.4	2
07:27:56 	0	0	3.9	35.3	39.3	427.5	0.0	0.0	0.0	0.0	1.2E-05	343.2	4.0	5.8	35.5	0.0	45.7	34.9	32.8	0.0	50.7	50.2	10.8	0.0	2
07:27:59 	47	1126	3.9	35.5	38.6	427.5	0.0	0.0	0.0	0.0	9.6E-06	343.7	3.1	3.9	35.5	9.9	47.5	33.9	23.2	0.0	50.6	50.2	10.5	0.0	2
07:28:02 	65	1201	3.9	35.4	39.1	427.5	0.0	0.0	0.0	0.0	1.4E-05	344.2	3.7	5.3	35.5	14.4	47.0	35.8	26.9	0.0	51.2	50.3	10.4	0.0	2
07:28:05 	69	1214	3.9	35.4	38.7	427.5	0.0	0.0	0.0	0.0	1.4E-05	344.2	3.3	4.9	35.5	14.2	47.7	32.9	24.3	0.0	51.1	50.3	10.3	0.0	2
07:28:08 	74	1145	4.0	35.4	39.2	427.5	0.0	0.0	0.0	0.0	1.3E-05	344.7	3.9	5.1	35.5	14.8	46.2	36.4	22.9	0.0	51.2	50.3	10.5	0.0	2
07:28:11 	76	1067	4.0	35.3	38.6	427.5	0.0	0.0	0.0	0.0	1.3E-05	345.2	3.2	1.7	35.5	14.4	47.0	33.7	24.0	0.0	51.1	50.3	10.7	0.0	2
07:28:14 	78	1045	4.0	17.7	19.2	427.5	10.6	0.0	5.6	4.9	1.4E-05	347.1	1.6	7.9	35.5	0.0	48.0	36.2	29.5	0.0	52.5	50.2	10.3	0.1	2
07:28:17 	78	1042	4.0	35.3	38.9	427.5	10.2	0.5	8.9	0.8	1.3E-05	348.6	3.6	8.1	35.5	0.0	46.2	36.5	23.9	0.0	49.9	50.2	10.2	0.1	2
07:28:20 	78	1038	4.0	35.4	38.9	425.5	0.2	0.0	0.2	0.0	1.3E-05	348.6	3.5	1.5	35.5	0.0	47.7	35.4	23.4	0.0	49.9	50.3	11.0	0.0	2
07:28:23 	77	1034	4.0	35.5	38.9	426.5	3.9	0.1	3.7	0.1	1.3E-05	348.6	3.4	6.0	35.5	0.0	46.0	35.2	23.9	0.0	49.9	50.2	10.4	0.0	2
07:28:26 	78	1029	4.0	35.3	39.4	427.5	9.3	0.3	8.0	0.9	1.3E-05	348.6	4.0	6.5	35.5	0.0	49.0	36.9	23.5	0.0	49.9	50.3	10.5	0.0	2
07:28:30 	77	1028	4.0	35.5	38.7	426.5	1.7	0.1	1.6	0.0	1.3E-05	348.6	3.2	3.8	35.5	0.0	47.2	34.6	23.9	0.0	49.9	50.2	10.5	0.0	2
07:28:33 	78	1025	4.0	35.4	39.1	427.0	4.6	0.1	4.3	0.1	1.3E-05	348.6	3.7	5.4	35.5	0.0	48.0	37.1	23.5	0.0	50.0	50.2	10.5	0.0	2
07:28:36 	78	1025	4.0	35.4	38.6	427.5	8.6	0.2	7.3	0.9	1.2E-05	348.6	3.2	3.0	35.5	0.0	48.2	34.9	24.0	0.0	50.0	50.3	10.7	0.0	2
07:28:39 	78	1023	4.0	35.5	39.0	428.0	8.7	1.3	7.1	0.2	1.2E-05	348.6	3.6	3.4	35.5	0.0	46.8	36.7	23.4	0.0	50.0	50.3	10.8	0.0	2
07:28:42 	77	1022	4.0	35.4	38.7	428.5	8.9	0.5	7.5	0.9	1.2E-05	349.1	3.3	3.0	35.5	0.0	47.7	34.6	32.2	0.0	50.0	50.3	10.7	0.0	2
07:28:45 	78	1023	4.0	35.4	39.0	429.0	8.8	0.3	7.9	0.4	1.2E-05	349.1	3.7	2.9	35.5	0.0	47.7	37.3	23.9	0.0	50.1	50.2	10.9	0.0	2
07:28:48 	78	1023	4.0	35.4	38.5	429.5	6.8	0.5	6.0	0.3	1.2E-05	348.6	3.1	3.9	35.5	0.0	47.8	34.3	24.8	0.0	50.0	50.3	10.5	0.0	2
07:28:51 	78	1023	4.0	35.5	39.3	430.0	3.9	0.4	3.2	0.3	1.2E-05	348.6	3.8	5.6	35.5	0.0	48.0	37.3	23.6	0.0	50.1	50.3	10.5	0.0	2
07:28:54 	77	1023	4.0	35.4	38.6	430.5	0.6	0.0	0.5	0.1	1.2E-05	348.6	3.2	4.4	35.5	0.0	48.3	34.8	24.2	0.0	50.1	50.3	10.4	0.0	2
07:28:57 	81	1018	4.0	35.5	39.1	428.2	9.7	0.4	8.5	0.7	1.2E-05	348.6	3.7	5.6	35.5	0.0	46.7	37.4	23.9	0.0	50.0	50.2	10.6	0.0	2
