Tracer: (4) 11C-CO2aux			Batch no: 932			Date: 2021-10-28
Site name: Fleni

Time	Arc-I	Arc-V	Gas flow	Dee-1-kV	Dee-2-kV	Magnet-I	Foil-I	Coll-l-I	Target-I	Coll-r-I	Vacuum-P	Target-P	Delta Dee-kV	Phase load	Dee ref-V	Probe-I	He cool-P	Flap1-pos	Flap2-pos	Step pos	Extr pos	Balance	RF fwd-W	RF refl-W	Foil No
07:21:01 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	186.5	0.0	12.1	35.5	0.0	34.0	40.2	30.1	0.0	50.1	50.3	0.0	0.0	2
07:21:05 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	186.5	0.0	12.1	35.5	0.0	34.0	40.0	30.1	0.0	50.1	50.3	0.0	0.0	2
07:21:08 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	187.0	0.0	12.2	35.5	0.0	34.0	40.2	30.1	0.0	50.1	50.3	0.0	0.0	2
07:21:11 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	186.5	0.0	12.2	35.5	0.0	34.0	40.2	30.1	0.0	50.1	50.3	0.0	0.0	2
07:21:14 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	187.0	0.0	12.1	35.5	0.0	34.0	40.2	30.0	0.0	50.1	50.3	0.0	0.0	2
07:21:17 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	186.5	0.0	12.2	35.5	0.0	44.0	40.2	30.1	0.0	50.1	50.3	0.0	0.0	2
07:21:20 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	2.2E-07	185.5	0.0	12.2	35.5	0.0	44.0	40.2	30.1	0.0	50.1	50.3	0.0	0.0	2
07:21:23 	0	0	-0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	3.5E-06	184.5	0.0	12.2	35.5	0.0	50.8	40.2	30.1	0.0	50.1	50.3	0.0	0.0	2
07:21:26 	0	0	-0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	1.9E-06	183.5	0.0	12.3	35.5	0.0	49.7	40.2	30.0	0.0	50.1	50.3	0.0	0.0	2
07:21:29 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	1.3E-06	183.1	0.0	12.2	35.5	0.0	49.7	40.2	30.1	0.0	50.1	50.3	0.0	0.0	2
07:21:32 	0	0	0.0	0.0	0.0	427.5	0.0	0.0	0.0	0.0	1.1E-06	182.1	0.0	12.1	35.5	0.0	50.5	40.2	30.1	0.0	50.1	50.3	0.0	0.0	2
